gene	gene_coef	gene_exp.coef.	gene_se.coef.	gene_z	gene_Pr...z..	age	age_coef	age_exp.coef.	age_se.coef.	age_z	age_Pr...z..
ENSG00000168000.13	-0.107956513331864	0.897666632112591	0.0944051065639201	-1.14354527272069	0.252812269103858	age	0.0385568860055912	1.03930984886228	0.00928210744004985	4.1538935262943	3.26865314736523e-05
ENSG00000067048.15	0.00311139671225127	1.00311624213104	0.098365398181141	0.0316310081571733	0.974766314822873	age	0.0388066977234712	1.03956951307326	0.00927693007029929	4.18314005057701	2.87510150078904e-05
ENSG00000196865.4	-0.242966340393009	0.784297912486767	0.115256483122888	-2.10804922907422	0.0350267313917159	age	0.0383064138046789	1.03904956323552	0.00956691422837814	4.00405113814561	6.22668954044209e-05
ENSG00000122970.14	-0.113921270495484	0.892328205674504	0.0925671050285636	-1.23068848766883	0.218439395453284	age	0.0389253177137136	1.03969283411278	0.00928083926409937	4.19415923560778	2.73885540941609e-05
ENSG00000205423.10	-0.159110935933555	0.852901736270356	0.0917755852805159	-1.73369568221468	0.0829720930480888	age	0.0378468735254152	1.03857218780408	0.00928948317034165	4.07416352787507	4.61800255800078e-05
ENSG00000230982.1	-0.289832087660681	0.748389220813694	0.112876621344395	-2.5676892540607	0.0102378886699864	age	0.041954977187243	1.04284752576491	0.00948883314266973	4.42151069119114	9.80132138072413e-06
ENSG00000105245.8	0.0376647193213331	1.03838302474278	0.0851937231634428	0.442106741233435	0.658411966458126	age	0.0389674040510045	1.03973659189688	0.00929426910789093	4.19262704777085	2.75742563247257e-05
ENSG00000151553.13	-0.267558975385914	0.765245198661091	0.102308401401211	-2.61521997921421	0.0089170004814752	age	0.0385755438009243	1.03932924027362	0.00945121061058886	4.0815452528066	4.47372647263811e-05
ENSG00000140543.12	-0.231712598751101	0.793174049764437	0.103999638477018	-2.22801350220372	0.0258796146277776	age	0.0382321490434077	1.038972401333	0.0093309734489702	4.09733767355508	4.17929040726087e-05
ENSG00000134258.15	0.039522727585935	1.04031414244535	0.0898488794390825	0.439880027805259	0.660024001847713	age	0.0390169542619921	1.03978811234079	0.00930791170076035	4.19180537120962	2.7674336624234e-05
ENSG00000176485.9	-0.185779692547798	0.830456530592573	0.102145332604887	-1.81877808618452	0.0689452929462744	age	0.0402053016058401	1.04102447625164	0.00923527119938759	4.35345110477169	1.34010995310619e-05
ENSG00000206538.6	-0.166401498268796	0.846706214855937	0.102100137150515	-1.62978721589266	0.103146476628817	age	0.0405106416671845	1.04134239126271	0.00922809693940767	4.38992372242947	1.13390428153104e-05
ENSG00000003249.12	-0.0282001127219709	0.97219379898675	0.0870532279993352	-0.323941034354134	0.745982676680899	age	0.0389742724026577	1.03974373319794	0.00926943637525562	4.20460002365386	2.61544257737098e-05
ENSG00000205629.10	-0.0855280810244621	0.918027363543351	0.0881678082977929	-0.970060191760524	0.332016490100587	age	0.0387932196911479	1.03955550181618	0.0092113660874889	4.21145130078347	2.53735258739508e-05
ENSG00000151893.13	-0.100808770399782	0.904105908167275	0.0897609395982086	-1.12308060556214	0.261403262257272	age	0.0387926637374882	1.03955492387166	0.00932104363158827	4.16183694345373	3.15697748107583e-05
ENSG00000107679.13	-0.142778021070141	0.866946491392233	0.0993881940257627	-1.43656922705659	0.15084043277125	age	0.0404092120160502	1.04123677362372	0.00952934980579286	4.24050043702726	2.23022000769801e-05
ENSG00000151414.13	-0.119280734471181	0.887558597490104	0.0903045611446931	-1.3208716476686	0.18654416481358	age	0.0411174190147827	1.04197444597567	0.00949162998192275	4.3319660683247	1.47783721352564e-05
